driver,lap_number,compound,track_status,lap_time,position,gap_to_leader,final_position,pit_stop_count,speed_avg,throttle_pct,brake_pct,drs_pct,gear_avg,hard_brakes
VER,1.0,MEDIUM,1,83.935,1.0,3820.107,1.0,2,194.4811320754717,0.5283018867924528,0.17295597484276728,1.0,4.80188679245283,0
VER,2.0,MEDIUM,1,80.402,1.0,3900.509,1.0,2,205.9318181818182,0.5454545454545454,0.16558441558441558,1.0,5.26948051948052,0
VER,3.0,MEDIUM,1,80.499,1.0,3981.008,1.0,2,208.56962025316454,0.5506329113924051,0.16455696202531644,0.12974683544303797,5.348101265822785,0
VER,4.0,MEDIUM,1,80.346,1.0,4061.354,1.0,2,208.00321543408361,0.5401929260450161,0.15755627009646303,0.0,5.311897106109325,0
VER,5.0,MEDIUM,1,80.283,1.0,4141.637,1.0,2,207.08552631578948,0.5361842105263158,0.16447368421052633,0.0,5.2993421052631575,0
VER,6.0,MEDIUM,1,80.402,1.0,4222.039,1.0,2,206.96805111821087,0.5207667731629393,0.1501597444089457,0.0,5.2907348242811505,0
VER,7.0,MEDIUM,1,80.476,1.0,4302.515,1.0,2,204.2147435897436,0.5160256410256411,0.16346153846153846,0.0,5.211538461538462,0
VER,8.0,MEDIUM,1,79.894,1.0,4382.409,1.0,2,209.69360269360268,0.5387205387205387,0.16161616161616163,0.0,5.326599326599327,0
VER,9.0,MEDIUM,1,80.282,1.0,4462.691,1.0,2,207.47540983606558,0.5573770491803278,0.17704918032786884,0.0,5.321311475409836,0
VER,10.0,MEDIUM,1,80.334,1.0,4543.025,1.0,2,207.5672131147541,0.5278688524590164,0.16721311475409836,0.0,5.2655737704918035,0
VER,11.0,MEDIUM,1,80.52,1.0,4623.545,1.0,2,205.81962025316454,0.5316455696202531,0.16455696202531644,0.0,5.256329113924051,0
VER,12.0,MEDIUM,1,80.442,1.0,4703.987,1.0,2,206.79936305732485,0.5668789808917197,0.1592356687898089,0.0,5.292993630573249,0
VER,13.0,MEDIUM,1,80.178,1.0,4784.165,1.0,2,206.4717607973422,0.5282392026578073,0.15282392026578073,0.0,5.249169435215947,0
VER,14.0,MEDIUM,1,80.378,1.0,4864.543,1.0,2,207.22475570032574,0.5635179153094463,0.15309446254071662,0.0,5.267100977198697,0
VER,15.0,MEDIUM,1,80.282,1.0,4944.825,1.0,2,208.95424836601308,0.5555555555555556,0.16013071895424835,0.0,5.310457516339869,0
VER,16.0,MEDIUM,1,80.186,1.0,5025.011,1.0,2,209.02,0.5466666666666666,0.16666666666666666,0.0,5.3533333333333335,0
VER,17.0,MEDIUM,1,80.344,1.0,5105.355,1.0,2,207.1063122923588,0.5382059800664452,0.16279069767441862,0.0,5.239202657807309,0
VER,18.0,MEDIUM,1,80.258,1.0,5185.613,1.0,2,207.6979865771812,0.5369127516778524,0.1644295302013423,0.0,5.3120805369127515,0
VER,19.0,MEDIUM,1,80.068,1.0,5265.681,1.0,2,209.15335463258785,0.549520766773163,0.31309904153354634,0.0,5.303514376996805,0
VER,20.0,MEDIUM,1,79.988,1.0,5345.669,1.0,2,207.77597402597402,0.551948051948052,0.2987012987012987,0.0,5.259740259740259,0
VER,21.0,MEDIUM,1,80.087,1.0,5425.756,1.0,2,208.5653594771242,0.5555555555555556,0.16013071895424835,0.0,5.336601307189542,0
VER,22.0,MEDIUM,1,79.869,1.0,5505.625,1.0,2,208.58745874587459,0.5676567656765676,0.16501650165016502,0.0,5.3003300330033,0
VER,23.0,MEDIUM,1,80.098,1.0,5585.723,1.0,2,207.7012987012987,0.5584415584415584,0.14935064935064934,0.0,5.275974025974026,0
VER,24.0,MEDIUM,1,79.946,1.0,5665.669,1.0,2,207.24172185430464,0.5562913907284768,0.152317880794702,0.0,5.264900662251655,0
VER,25.0,MEDIUM,1,79.973,1.0,5745.642,1.0,2,208.56493506493507,0.5551948051948052,0.1525974025974026,0.0,5.308441558441558,0
VER,26.0,MEDIUM,1,83.843,1.0,5829.485,1.0,2,197.66043613707166,0.5015576323987538,0.19626168224299065,0.0,5.02803738317757,0
VER,27.0,HARD,1,98.427,1.0,5927.912,1.0,2,168.69786096256684,0.4144385026737968,0.17379679144385027,0.0,4.1550802139037435,0
VER,28.0,HARD,1,78.707,1.0,6006.619,1.0,2,211.77926421404683,0.5351170568561873,0.15719063545150502,0.0,5.354515050167224,0
VER,29.0,HARD,1,78.86,1.0,6085.479,1.0,2,211.41639344262296,0.5475409836065573,0.15081967213114755,0.0,5.363934426229508,0
VER,30.0,HARD,1,78.976,1.0,6164.455,1.0,2,210.81848184818483,0.5379537953795379,0.1551155115511551,0.0,5.353135313531353,0
VER,31.0,HARD,1,79.165,1.0,6243.62,1.0,2,210.77777777777777,0.5555555555555556,0.15824915824915825,0.0,5.343434343434343,0
VER,32.0,HARD,1,78.878,1.0,6322.498,1.0,2,214.2,0.55,0.15666666666666668,0.0,5.406666666666666,0
VER,33.0,HARD,1,79.189,1.0,6401.687,1.0,2,209.0,0.5221843003412969,0.16040955631399317,0.0,5.296928327645051,0
VER,34.0,HARD,1,78.806,1.0,6480.493,1.0,2,211.81034482758622,0.5413793103448276,0.15517241379310345,0.0,5.358620689655172,0
VER,35.0,HARD,1,78.89,1.0,6559.383,1.0,2,210.70261437908496,0.5620915032679739,0.14705882352941177,0.0,5.326797385620915,0
VER,36.0,HARD,1,78.789,1.0,6638.172,1.0,2,212.3973063973064,0.5420875420875421,0.14814814814814814,0.0,5.37037037037037,0
